meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
83,Guardian Heroes,X360,"Oct 12, 2011",8.2,/game/xbox-360/guardian-heroes,T,['Treasure'],"['Role-Playing', 'Action RPG', 'Action RPG']"
76,Aliens: Infestation,DS,"Oct 11, 2011",8.1,/game/ds/aliens-infestation,T,"['Gearbox Software', ' WayForward']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
78,Space Channel 5 Part 2,X360,"Oct 5, 2011",7.9,/game/xbox-360/space-channel-5-part-2,T,['UGA'],"['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Dancing']"
57,Sega Bass Fishing,X360,"Oct 5, 2011",3.4,/game/xbox-360/sega-bass-fishing,E,['SIMS'],"['Sports', 'Individual', 'Nature', 'Fishing', 'Fishing']"
58,Brick People,iOS,"Sep 30, 2011",,/game/ios/brick-people,,['Sega'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
,Brick People HD,iOS,"Sep 30, 2011",,/game/ios/brick-people-hd,,['Sega'],"['Miscellaneous', 'Edutainment']"
84,Total War: Shogun 2 - Rise of the Samurai,PC,"Sep 27, 2011",8.2,/game/pc/total-war-shogun-2---rise-of-the-samurai,T,['Sega'],"['Strategy', 'Turn-Based', 'Historic', 'General', 'Historic']"
,Altered Beast,PS3,"Sep 20, 2011",,/game/playstation-3/altered-beast,E10+,['Backbone Entertainment'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
81,Renegade Ops,X360,"Sep 14, 2011",7.7,/game/xbox-360/renegade-ops,T,['Avalanche Studios'],"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
55,Thor: God of Thunder,3DS,"Sep 13, 2011",4.2,/game/3ds/thor-god-of-thunder,T,['Red Fly Studio'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
80,Renegade Ops,PS3,"Sep 13, 2011",7.1,/game/playstation-3/renegade-ops,T,['Avalanche Studios'],"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
54,Rise of Nightmares,X360,"Sep 6, 2011",7.7,/game/xbox-360/rise-of-nightmares,M,['Sega'],"['Action Adventure', 'Horror', 'Horror', 'Survival']"
83,"SAMURAI BLOODSHOW :  les vagues blanches, les nuages rouges",iOS,"Sep 1, 2011",,/game/ios/samurai-bloodshow-les-vagues-blanches-les-nuages-rouges,,['Sega'],"['Miscellaneous', 'Board Games', 'Board / Card Game']"
,SAMURAI BLOODSHOW+,iOS,"Sep 1, 2011",,/game/ios/samurai-bloodshow+,,['Sega'],"['Miscellaneous', 'Board Games']"
,Comix Zone,PS3,"Aug 23, 2011",7.9,/game/playstation-3/comix-zone,E,['Backbone Entertainment'],"['Action', ""Beat-'Em-Up"", 'Platformer', ""Beat-'Em-Up"", '2D']"
60,Captain America: Super Soldier,X360,"Jul 19, 2011",6.7,/game/xbox-360/captain-america-super-soldier,T,['Next Level Games'],"['Action', 'Action Adventure', 'General', 'General']"
61,Captain America: Super Soldier,PS3,"Jul 19, 2011",7.4,/game/playstation-3/captain-america-super-soldier,T,['Next Level Games'],"['Action', 'Action Adventure', 'General', 'General']"
57,Captain America: Super Soldier,WII,"Jul 19, 2011",7.2,/game/wii/captain-america-super-soldier,T,['High Voltage Software'],"['Action', 'Action Adventure', 'General', 'General']"
,Golden Axe,PS3,"Jul 12, 2011",6.1,/game/playstation-3/golden-axe,T,['Backbone Entertainment'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Streets of Rage 2,PS3,"Jun 28, 2011",8.2,/game/playstation-3/streets-of-rage-2,E,['Sega'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Total War: Shogun 2 - Sengoku Jidai Unit Pack,PC,"Jun 28, 2011",,/game/pc/total-war-shogun-2---sengoku-jidai-unit-pack,T,['Creative Assembly'],"['Strategy', 'Turn-Based', 'Historic', 'General', 'Historic']"
66,Virtua Tennis 4,PC,"Jun 24, 2011",7.2,/game/pc/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
89,Sonic & SEGA All-Stars Racing,iOS,"Jun 23, 2011",8.0,/game/ios/sonic-sega-all-stars-racing,,['Sumo Digital'],"['Miscellaneous', 'Driving', 'Racing', 'Edutainment', 'Arcade', 'Kart', 'Kart', 'Automobile']"
,Sonic 20th Anniversary,iOS,"Jun 10, 2011",,/game/ios/sonic-20th-anniversary,,['Sega'],"['Action', 'General', 'General']"
70,SEGA Rally Online Arcade,PS3,"Jun 1, 2011",7.5,/game/playstation-3/sega-rally-online-arcade,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
,Total War: Shogun 2 - The Ikko Ikki Clan Pack,PC,"May 26, 2011",,/game/pc/total-war-shogun-2---the-ikko-ikki-clan-pack,T,['Creative Assembly'],"['Strategy', 'Turn-Based', 'Historic', 'General', 'Historic']"
70,SEGA Rally Online Arcade,X360,"May 18, 2011",5.6,/game/xbox-360/sega-rally-online-arcade,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
60,Golden Axe III,iOS,"May 12, 2011",,/game/ios/golden-axe-iii,,['Sega'],"['Action', 'General', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
69,Virtua Tennis 4,PS3,"May 10, 2011",6.6,/game/playstation-3/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
70,Virtua Tennis 4,X360,"May 10, 2011",6.5,/game/xbox-360/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
65,Virtua Tennis 4,WII,"May 10, 2011",7.5,/game/wii/virtua-tennis-4,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
39,Thor: God of Thunder,PS3,"May 3, 2011",4.5,/game/playstation-3/thor-god-of-thunder,T,['Liquid Entertainment'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
38,Thor: God of Thunder,X360,"May 3, 2011",5.7,/game/xbox-360/thor-god-of-thunder,T,['Liquid Entertainment'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
64,Thor: God of Thunder,DS,"May 3, 2011",8.0,/game/ds/thor-god-of-thunder,E10+,['WayForward'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
56,Thor: God of Thunder,WII,"May 3, 2011",7.6,/game/wii/thor-god-of-thunder,T,['Red Fly Studio'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
,Streets of Rage 3,iOS,"Apr 28, 2011",,/game/ios/streets-of-rage-3,,['Sega'],"['Action', 'General', ""Beat-'Em-Up"", '2D']"
,Golden Axe II,iOS,"Apr 21, 2011",,/game/ios/golden-axe-ii,,['Sega'],"['Action', 'General', ""Beat-'Em-Up"", '2D']"
64,Conduit 2,WII,"Apr 19, 2011",7.7,/game/wii/conduit-2,T,['High Voltage Software'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
,Sonic the Hedgehog 2,PS3,"Apr 19, 2011",8.2,/game/playstation-3/sonic-the-hedgehog-2,E,['Backbone Entertainment'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
71,Streets of Rage 2,iOS,"Apr 14, 2011",,/game/ios/streets-of-rage-2,,['Sega'],"['Action', 'General', ""Beat-'Em-Up"", '2D']"
64,Spiral Knights,PC,"Apr 4, 2011",7.3,/game/pc/spiral-knights,,['Three Rings'],"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy', 'Fantasy']"
,Sonic the Hedgehog,PSN),"Mar 29, 2011",8.3,/game/playstation-3/sonic-the-hedgehog-psn,E,['Backbone Entertainment'],"['Action', 'Platformer', '2D']"
55,Super Monkey Ball 3D,3DS,"Mar 27, 2011",5.4,/game/3ds/super-monkey-ball-3d,E,['Sega'],"['Action', 'General', 'General']"
,Dinosaur King D-Team Adventures A Dinosaur Pict...,iOS,"Mar 25, 2011",,/game/ios/dinosaur-king-d-team-adventures-a-dinosaur-pict,,['Sega'],"['Miscellaneous', 'Edutainment']"
78,Yakuza 4,PS3,"Mar 15, 2011",8.1,/game/playstation-3/yakuza-4,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Modern', 'Modern', 'Open-World']"
90,Total War: Shogun 2,PC,"Mar 15, 2011",8.3,/game/pc/total-war-shogun-2,T,['Creative Assembly'],"['Strategy', 'Turn-Based', 'Historic', 'General', 'Historic']"
,Sega Genesis Classic Collection: Gold Edition,PC,"Mar 15, 2011",,/game/pc/sega-genesis-classic-collection-gold-edition,T,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
,MLB Manager Online 2011,PC,"Mar 9, 2011",6.3,/game/pc/mlb-manager-online-2011,,['Sega'],"['Sports', 'Traditional', 'Baseball', 'Management']"
,Crazy Taxi,Dreamcast Collection),"Mar 4, 2011",7.8,/game/pc/crazy-taxi-dreamcast-collection,E10+,['Sega'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
,Sega Bass Fishing,Dreamcast Collection),"Mar 4, 2011",6.7,/game/pc/sega-bass-fishing-dreamcast-collection,E,['Sega'],"['Sports', 'Individual', 'Nature', 'Fishing', 'Fishing']"
,Space Channel 5: Part 2,PC,"Mar 4, 2011",7.2,/game/pc/space-channel-5-part-2,T,['Sega'],"['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Dancing']"
,Sonic Adventure DX Director's Cut,2011),"Mar 4, 2011",7.8,/game/pc/sonic-adventure-dx-directors-cut-2011,E,"['Sega', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '3D', '3D']"
53,Dreamcast Collection,X360,"Feb 22, 2011",5.4,/game/xbox-360/dreamcast-collection,T,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
,Dreamcast Collection,PC,"Feb 22, 2011",7.4,/game/pc/dreamcast-collection,,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
,Sonic the Hedgehog 2,PC,"Jan 26, 2011",8.5,/game/pc/sonic-the-hedgehog-2,E,"['Sega', ' Backbone Entertainment']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Gunstar Heroes,PC,"Jan 26, 2011",7.5,/game/pc/gunstar-heroes,E10+,['Backbone Entertainment'],"['Action', 'Shooter', 'Platformer', 'Shooter', 'Scrolling', '2D', 'Scrolling', ""Shoot-'Em-Up"", 'Horizontal']"
,Streets of Rage 2,PC,"Jan 26, 2011",8.9,/game/pc/streets-of-rage-2,E,['Sega'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Alien Soldier,PC,"Jan 26, 2011",8.3,/game/pc/alien-soldier,E10+,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Landstalker: The Treasures of King Nole,PC,"Jan 26, 2011",8.5,/game/pc/landstalker-the-treasures-of-king-nole,E,['Sega'],"['Role-Playing', 'Action Adventure', 'Action RPG', 'Action RPG', 'Open-World']"
,Light Crusader,PC,"Jan 26, 2011",,/game/pc/light-crusader,E,['Sega'],"['Role-Playing', 'Action Adventure', 'Action RPG', 'Action RPG', 'Open-World']"
,Shining Force,PC,"Jan 26, 2011",8.4,/game/pc/shining-force,E,['Sega'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
,Shining Force II,PC,"Jan 26, 2011",8.7,/game/pc/shining-force-ii,E,['Sega'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
,Shining in the Darkness,PC,"Jan 26, 2011",,/game/pc/shining-in-the-darkness,E,['Sega'],"['Role-Playing', 'First-Person', 'First-Person', 'Western-Style']"
,Sonic 3 & Knuckles,PC,"Jan 26, 2011",8.8,/game/pc/sonic-3-knuckles,E,['Sega'],"['Action', 'Miscellaneous', 'Platformer', 'Compilation', '2D']"
,Streets of Rage,PC,"Jan 26, 2011",8.4,/game/pc/streets-of-rage,E10+,['Sega'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Wonder Boy III: Monster Lair,PC,"Jan 26, 2011",,/game/pc/wonder-boy-iii-monster-lair,E,['Sega'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']"
,SEGA Genesis Classics Pack 4,PC,"Jan 26, 2011",,/game/pc/sega-genesis-classics-pack-4,E10+,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
62,Shinobi III: Return of the Ninja Master,iOS,"Jan 25, 2011",7.6,/game/ios/shinobi-iii-return-of-the-ninja-master,,"['Sega', ' Smashing Studios']","['Action', 'General', 'Platformer', '2D']"
41,Virtua Fighter 2,iOS,"Jan 20, 2011",,/game/ios/virtua-fighter-2,,['Sega'],"['Action', 'General', 'Fighting', '3D']"
,ToeJam & Earl,PC,"Jan 10, 2011",,/game/pc/toejam-earl,E,['ToeJam & Earl Productions'],"['Action', 'General', 'General']"
,ToeJam & Earl in Panic on Funkotron,PC,"Jan 10, 2011",,/game/pc/toejam-earl-in-panic-on-funkotron,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Fifth Phantom Saga,PS3,TBA,,/game/playstation-3/fifth-phantom-saga,,['Sega'],"['Action', 'Shooter', 'First-Person', 'Sci-Fi']"
71,World Pool Championship 2007,X360,TBA,8.3,/game/xbox-360/world-pool-championship-2007,,['Blade Interactive'],"['Miscellaneous', 'Parlor', 'Billiards']"
54,Rent a Hero No. 1,XBOX,Canceled,,/game/xbox/rent-a-hero-no-1,,['Sega'],"['Action Adventure', 'Modern']"
,Altered Beast,iOS,"Dec 16, 2010",,/game/ios/altered-beast,,['Sega'],"['Action', 'General', ""Beat-'Em-Up"", '2D']"
68,Sonic Spinball,iOS,"Dec 16, 2010",6.3,/game/ios/sonic-spinball,,['Sega'],"['Action', 'Puzzle', 'General', 'General', 'Pinball']"
76,Football Manager Handheld 2011,iOS,"Dec 16, 2010",,/game/ios/football-manager-handheld-2011,,['Sports Interactive'],"['Sports', 'Simulation', 'Traditional', 'General', 'Team', 'Soccer', 'Management']"
77,Football Manager Handheld 2011,PSP,"Dec 6, 2010",6.7,/game/psp/football-manager-handheld-2011,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
59,Crazy Taxi,X360,"Nov 24, 2010",7.2,/game/xbox-360/crazy-taxi,E10+,['Hitmaker'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
62,Gunstar Heroes,iOS,"Nov 22, 2010",,/game/ios/gunstar-heroes,,['Sega'],"['Action', 'General', 'Platformer', 'Shooter', '2D', 'Scrolling', ""Shoot-'Em-Up"", 'Horizontal']"
79,Sonic Colors,DS,"Nov 16, 2010",8.1,/game/ds/sonic-colors,E,['Dimps Corporation'],"['Action', 'Platformer', 'Platformer', '2D', '2D', '3D']"
78,Sonic Colors,WII,"Nov 16, 2010",8.1,/game/wii/sonic-colors,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '2D', '3D']"
60,Crazy Taxi,PS3,"Nov 16, 2010",7.4,/game/playstation-3/crazy-taxi,E10+,['Hitmaker'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
47,Sonic Free Riders,X360,"Nov 4, 2010",2.6,/game/xbox-360/sonic-free-riders,E,"['Sega', ' Sonic Team']","['Sports', 'Racing', 'Alternative', 'Arcade', 'Individual', 'Other', 'Other', 'Automobile']"
85,Football Manager 2011,PC,"Nov 4, 2010",8.3,/game/pc/football-manager-2011,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
,ChuChu Rocket! HD,iOS,"Oct 28, 2010",,/game/ios/chuchu-rocket!-hd,,['Sega'],"['Puzzle', 'Miscellaneous', 'Puzzle', 'General']"
,SEGA Genesis Classics Pack 3,PC,"Oct 26, 2010",,/game/pc/sega-genesis-classics-pack-3,T,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
,Alien Storm,PC,"Oct 26, 2010",,/game/pc/alien-storm,E10+,['Sega'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Bio-Hazard Battle,PC,"Oct 26, 2010",,/game/pc/bio-hazard-battle,E,['Sega'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']"
,Columns III,PC,"Oct 26, 2010",,/game/pc/columns-iii,E,['Sega'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
,DecapAttack,PC,"Oct 26, 2010",,/game/pc/decapattack,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Ecco: The Tides of Time,PC,"Oct 26, 2010",,/game/pc/ecco-the-tides-of-time,E,['Sega'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
,ESWAT: City Under Siege,PC,"Oct 26, 2010",,/game/pc/eswat-city-under-siege,E10+,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Flicky,PC,"Oct 26, 2010",,/game/pc/flicky,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Golden Axe II,PC,"Oct 26, 2010",8.2,/game/pc/golden-axe-ii,E10+,['Sega'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Sonic the Hedgehog,PC,"Oct 26, 2010",8.2,/game/pc/sonic-the-hedgehog,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Sword of Vermilion,PC,"Oct 26, 2010",,/game/pc/sword-of-vermilion,E,['Sega'],"['Role-Playing', 'Action RPG', 'Action RPG']"
,Virtua Fighter 2,Genesis),"Oct 26, 2010",,/game/pc/virtua-fighter-2-genesis,T,"['Sega', ' d3t Ltd']","['Action', 'Fighting', 'Fighting', '2D', '2D', '3D']"
84,Vanquish,PS3,"Oct 19, 2010",9.5,/game/playstation-3/vanquish,M,['PlatinumGames'],"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
84,Vanquish,X360,"Oct 19, 2010",9.6,/game/xbox-360/vanquish,M,['PlatinumGames'],"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
,Empire: Total War - Gold Edition,PC,"Oct 19, 2010",8.5,/game/pc/empire-total-war---gold-edition,T,['Creative Assembly'],"['Miscellaneous', 'Compilation']"
,Empire: Total War / Napoleon: Total War: Gold Edition,PC,"Oct 19, 2010",,/game/pc/empire-total-war-napoleon-total-war-gold-edition,T,['Creative Assembly'],"['Miscellaneous', 'Compilation', 'Compilation']"
79,ChuChu Rocket!,iOS,"Oct 19, 2010",,/game/ios/chuchu-rocket!,,['Sega'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
72,Sonic the Hedgehog 4: Episode I,X360,"Oct 13, 2010",5.1,/game/xbox-360/sonic-the-hedgehog-4-episode-i,E,['Dimps Corporation'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
74,Sonic the Hedgehog 4: Episode I,PS3,"Oct 12, 2010",6.0,/game/playstation-3/sonic-the-hedgehog-4-episode-i,E,['Dimps Corporation'],"['Action', 'General', 'Platformer', '2D']"
81,Sonic the Hedgehog 4: Episode I,WII,"Oct 11, 2010",6.4,/game/wii/sonic-the-hedgehog-4-episode-i,E,['Sonic Team'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
70,Sonic the Hedgehog 4: Episode 1,iOS,"Oct 7, 2010",5.7,/game/ios/sonic-the-hedgehog-4-episode-1,,['Sega'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
,Mission DLC Pack for Valkyria Chronicles II,PSP,"Sep 28, 2010",,/game/psp/mission-dlc-pack-for-valkyria-chronicles-ii,T,['Sega'],"['Role-Playing', 'Strategy', 'Action RPG', 'Turn-Based', 'Historic', 'Historic', 'Tactics']"
50,Sonic Adventure,PS3,"Sep 21, 2010",7.5,/game/playstation-3/sonic-adventure,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
48,Sonic Adventure,X360,"Sep 15, 2010",7.8,/game/xbox-360/sonic-adventure,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
69,Phantasy Star Portable 2,PSP,"Sep 13, 2010",8.1,/game/psp/phantasy-star-portable-2,T,['Alfa System'],"['Role-Playing', 'Action RPG', 'Action RPG']"
,SEGA Genesis Classics Pack 2,PC,"Sep 13, 2010",,/game/pc/sega-genesis-classics-pack-2,T,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
,Alex Kidd in the Enchanted Castle,PC,"Sep 13, 2010",6.5,/game/pc/alex-kidd-in-the-enchanted-castle,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Bonanza Bros.,PC,"Sep 13, 2010",,/game/pc/bonanza-bros,E,['Sega'],"['Action', 'General', 'General', 'Platformer', '2D']"
,Columns,PC,"Sep 13, 2010",,/game/pc/columns,E,['Sega'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
,Dr. Robotnik's Mean Bean Machine,PC,"Sep 13, 2010",7.8,/game/pc/dr-robotniks-mean-bean-machine,E,['Sega'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Matching', 'Matching']"
,Ecco Jr.,PC,"Sep 13, 2010",,/game/pc/ecco-jr,E,['Sega'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
,Eternal Champions,PC,"Sep 13, 2010",,/game/pc/eternal-champions,T,['Sega'],"['Action', 'Fighting', 'Fighting', '2D', '2D']"
,Fatal Labyrinth,PC,"Sep 13, 2010",,/game/pc/fatal-labyrinth,E,['Sega'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Roguelike']"
,Galaxy Force II,PC,"Sep 13, 2010",,/game/pc/galaxy-force-ii,E,['Sega AM2'],"['Action', 'General', 'Shooter', 'Rail']"
,Kid Chameleon,PC,"Sep 13, 2010",8.4,/game/pc/kid-chameleon,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Ristar,PC,"Sep 13, 2010",8.5,/game/pc/ristar,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Sonic the Hedgehog Spinball,PC,"Sep 13, 2010",6.1,/game/pc/sonic-the-hedgehog-spinball,E,['Sega'],"['Action', 'Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Pinball', 'General']"
,Super Thunder Blade,PC,"Sep 13, 2010",,/game/pc/super-thunder-blade,E,['Sega'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']"
83,Valkyria Chronicles II,PSP,"Aug 30, 2010",8.4,/game/psp/valkyria-chronicles-ii,T,['Sega'],"['Role-Playing', 'Strategy', 'Action RPG', 'Turn-Based', 'Historic', 'Historic', 'Tactics']"
58,Gunblade NY & L.A. Machineguns Arcade Hits Pack,WII,"Aug 30, 2010",8.0,/game/wii/gunblade-ny-la-machineguns-arcade-hits-pack,T,['Sega'],"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'Light Gun']"
,Phantasy Star II,iOS,"Aug 26, 2010",,/game/ios/phantasy-star-ii,,['Sega'],"['Role-Playing', 'General', 'Console-style RPG', 'Japanese-Style']"
90,-KingdomConquest-,iOS,"Aug 14, 2010",,/game/ios/-kingdomconquest-,,['Sega'],"['Role-Playing', 'General', 'General']"
,Phantasy Star Classics,iOS,"Jul 27, 2010",,/game/ios/phantasy-star-classics,,['Sega'],"['Miscellaneous', 'Compilation']"
75,Napoleon: Total War - The Peninsular Campaign,PC,"Jul 25, 2010",7.5,/game/pc/napoleon-total-war---the-peninsular-campaign,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
84,Shining Force,iOS,"Jul 23, 2010",7.3,/game/ios/shining-force,,['Sega'],"['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'Fantasy', 'Fantasy', 'Tactics']"
,Ecco the Dolphin,iOS,"Jul 22, 2010",,/game/ios/ecco-the-dolphin,,['Sega'],"['Action', 'General', 'Platformer', '2D']"
,Space Harrier II,iOS,"Jul 22, 2010",,/game/ios/space-harrier-ii,,['Sega'],"['Action', 'General', 'Shooter', 'Scrolling', 'Rail']"
64,Alpha Protocol,PS3,"Jun 1, 2010",7.0,/game/playstation-3/alpha-protocol,M,['Obsidian Entertainment'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Western-Style']"
63,Alpha Protocol,X360,"Jun 1, 2010",7.2,/game/xbox-360/alpha-protocol,M,['Obsidian Entertainment'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Western-Style']"
72,Alpha Protocol,PC,"Jun 1, 2010",7.5,/game/pc/alpha-protocol,M,['Obsidian Entertainment'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Western-Style']"
,SEGA Genesis Classics,PC,"Jun 1, 2010",,/game/pc/sega-genesis-classics,T,['Various'],"['Miscellaneous', 'Compilation']"
,SEGA Genesis Classics Pack,PC,"Jun 1, 2010",,/game/pc/sega-genesis-classics-pack,E10+,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
,Comix Zone,Genesis),"Jun 1, 2010",8.2,/game/pc/comix-zone-genesis,E,['Sega'],"['Action', ""Beat-'Em-Up"", 'Platformer', ""Beat-'Em-Up"", '2D']"
,Ecco the Dolphin,Genesis),"Jun 1, 2010",8.3,/game/pc/ecco-the-dolphin-genesis,E,['Sega'],"['Action', 'Adventure', 'General', 'Platformer', 'Platformer', '2D', '2D']"
,Gain Ground,PC,"Jun 1, 2010",,/game/pc/gain-ground,E,['Sega'],"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
,Golden Axe,Genesis),"Jun 1, 2010",8.1,/game/pc/golden-axe-genesis,E,['Sega'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
,Shadow Dancer,PC,"Jun 1, 2010",,/game/pc/shadow-dancer,E10+,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Shinobi III: Return of the Ninja Master,PC,"Jun 1, 2010",,/game/pc/shinobi-iii-return-of-the-ninja-master,E10+,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,Sonic 3D Blast,Genesis),"Jun 1, 2010",6.3,/game/pc/sonic-3d-blast-genesis,E,['Sega'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
,Space Harrier II,PC,"Jun 1, 2010",,/game/pc/space-harrier-ii,E,['Sega'],"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', 'Rail']"
,Vectorman,PC,"Jun 1, 2010",8.2,/game/pc/vectorman,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
,SEGA Mega Drive and Genesis Classics,PC,"Jun 1, 2010",8.5,/game/pc/sega-mega-drive-and-genesis-classics,T,['Various'],"['Miscellaneous', 'Compilation']"
,Total War: Battle Pack,PC,"May 6, 2010",,/game/pc/total-war-battle-pack,T,['Creative Assembly'],"['Miscellaneous', 'Compilation', 'Compilation']"
,Napoleon: Total War - Coalition Battle Pack,PC,"May 5, 2010",,/game/pc/napoleon-total-war---coalition-battle-pack,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
